image_index class x y image_size
6500 0 0.2424119035827728 0.5566764054761376 300.0
6500 0 0.4531772985757712 0.379143019773074 300.0
6500 0 0.5042719397861949 0.778200364627748 300.0
6501 0 0.24081519604494706 0.559818589293891 300.0
6501 0 0.4451937608866424 0.38385629549970396 300.0
6501 0 0.5154488925509753 0.7734870889011181 300.0
6502 0 0.2424119035827728 0.5613896812027677 300.0
6502 0 0.4404036382731651 0.3854273874085809 300.0
6502 0 0.5122554774753239 0.7703449050833647 300.0
6502 0 0.7472826086956522 0.2219251336898396 300.0
6503 0 0.2519921488097272 0.5708162326560275 300.0
6503 0 0.4420003458109909 0.3917117550440873 300.0
6503 0 0.5250291377779296 0.7703449050833647 300.0
6503 0 0.7418478260869565 0.213903743315508 300.0
6504 0 0.2503954412719014 0.5676740488382743 300.0
6504 0 0.43401680812186216 0.388569571226334 300.0
6504 0 0.5266258453157553 0.7813425484455014 300.0
6504 0 0.7513586956521741 0.22459893048128346 300.0
6505 0 0.2503954412719014 0.5755295083826576 300.0
6505 0 0.42603327043273337 0.3948539388618407 300.0
6505 0 0.5234324302401039 0.7734870889011181 300.0
6505 0 0.7581521739130435 0.22459893048128346 300.0
6506 0 0.2503954412719014 0.583384967927041 300.0
6506 0 0.4276299779705592 0.3979961226795941 300.0
6506 0 0.5330126754670585 0.7766292727188714 300.0
6506 0 0.7472826086956522 0.22459893048128346 300.0
6507 0 0.25358885634755296 0.588098243653671 300.0
6507 0 0.422839855357082 0.3964250307707175 300.0
6507 0 0.5346093830048843 0.7672027212656114 300.0
6507 0 0.7432065217391305 0.2219251336898396 300.0
6508 0 0.2567822714232045 0.5943826112891777 300.0
6508 0 0.41645302520577904 0.4027093984062241 300.0
6508 0 0.5409962131561871 0.7750581808099946 300.0
6508 0 0.7581521739130435 0.21791443850267375 300.0
6509 0 0.2583789789610302 0.5943826112891777 300.0
6509 0 0.41645302520577904 0.40899376604173066 300.0
6509 0 0.5425929206940128 0.7703449050833647 300.0
6509 0 0.7622282608695652 0.20855614973262027 300.0
6510 0 0.25518556388537866 0.6069513465601911 300.0
6510 0 0.4116629025923018 0.4058515822239773 300.0
6510 0 0.5457863357696643 0.7672027212656114 300.0
6510 0 0.7635869565217391 0.2232620320855615 300.0
6511 0 0.2615723940366817 0.6100935303779444 300.0
6511 0 0.4068727799788245 0.40899376604173066 300.0
6511 0 0.5553665809966191 0.7719159969922413 300.0
6511 0 0.7635869565217391 0.21657754010695185 300.0
6512 0 0.2615723940366817 0.6179489899223277 300.0
6512 0 0.410066195054476 0.41684922558611415 300.0
6512 0 0.5585599960722701 0.7734870889011181 300.0
6512 0 0.7608695652173914 0.2219251336898396 300.0
6513 0 1.0 0.0 300.0
6513 0 0.0 0.0 300.0
6513 0 0.0 1.0 300.0
6513 0 1.0 1.0 300.0
6514 0 0.25518556388537866 0.6226622656489577 300.0
6514 0 0.3925024121383928 0.4278468689482508 300.0
6514 0 0.5585599960722701 0.7687738131744881 300.0
6514 0 0.7608695652173914 0.2219251336898396 300.0
6515 0 0.2567822714232045 0.6289466332844644 300.0
6515 0 0.410066195054476 0.4184203174949908 300.0
6515 0 0.5330126754670585 0.7876269160810081 300.0
6515 0 0.7676630434782609 0.22994652406417115 300.0
6516 0 0.2599756864988559 0.6368020928288478 300.0
6516 0 0.3988892422896957 0.4278468689482508 300.0
6516 0 0.7676630434782609 0.22994652406417115 300.0
6517 0 0.26316910157450746 0.6399442766466011 300.0
6517 0 0.3940991196762185 0.4341312365837575 300.0
6517 0 0.7676630434782609 0.22994652406417115 300.0
6518 0 0.26316910157450746 0.6493708280998611 300.0
6518 0 0.3956958272140443 0.43884451231038735 300.0
6518 0 0.7676630434782609 0.2286096256684492 300.0
6519 0 0.2615723940366817 0.6525130119176145 300.0
6519 0 0.38451887444926414 0.4451288799458941 300.0
6519 0 0.7676630434782609 0.2286096256684492 300.0
6520 0 0.2647658091123332 0.6540841038264911 300.0
6520 0 0.38451887444926414 0.4514132475814008 300.0
6520 0 0.7758152173913043 0.2312834224598931 300.0
6521 0 0.26316910157450746 0.6650817471886278 300.0
6521 0 0.38451887444926414 0.44984215567252417 300.0
6521 0 0.7758152173913043 0.2312834224598931 300.0
6522 0 0.26795922418798473 0.6697950229152578 300.0
6522 0 0.3877122895249155 0.4576976152169074 300.0
6522 0 0.7758152173913043 0.23796791443850265 300.0
6523 0 0.2727493468014619 0.6745082986418878 300.0
6523 0 0.3940991196762185 0.4592687071257841 300.0
6523 0 0.7839673913043478 0.24331550802139035 300.0
6524 0 0.2711526392636361 0.6776504824596412 300.0
6524 0 0.38451887444926414 0.4639819828524142 300.0
6524 0 0.78125 0.2406417112299465 300.0
6525 0 0.2743460543392877 0.6839348500951479 300.0
6525 0 0.3893089970627414 0.4686952585790442 300.0
6525 0 0.7880434782608695 0.23796791443850265 300.0
6526 0 0.27753946941493923 0.6855059420040246 300.0
6526 0 0.3829221669114383 0.4765507181234274 300.0
6526 0 0.7839673913043478 0.2419786096256684 300.0
6527 0 0.28232959202841634 0.6949324934572845 300.0
6527 0 0.3829221669114383 0.4796929019411808 300.0
6527 0 0.5633501186857475 0.7829136403543779 300.0
6527 0 0.7839673913043478 0.23796791443850265 300.0
6528 0 0.28232959202841634 0.6855059420040246 300.0
6528 0 0.3940991196762185 0.4781218100323042 300.0
6528 0 0.7880434782608695 0.24331550802139035 300.0
6529 0 0.28552300710406786 0.7043590449105446 300.0
6529 0 0.3877122895249155 0.4954038210299475 300.0
6529 0 0.7880434782608695 0.2406417112299465 300.0
6530 0 0.29190983725537084 0.7059301368194213 300.0
6530 0 0.3877122895249155 0.5016881886654543 300.0
6530 0 0.7826086956521741 0.2486631016042781 300.0
6531 0 0.2903131297175451 0.7075012287282979 300.0
6531 0 0.3893089970627414 0.4969749129388242 300.0
6531 0 0.7880434782608695 0.25133689839572193 300.0
6532 0 0.2903131297175451 0.7059301368194213 300.0
6532 0 0.3956958272140443 0.5016881886654543 300.0
6532 0 0.7880434782608695 0.24331550802139035 300.0
6533 0 0.2966999598688481 0.7153566882726813 300.0
6533 0 0.3988892422896957 0.5189701996630975 300.0
6533 0 0.7853260869565217 0.25668449197860965 300.0
6534 0 0.30308679002015104 0.7153566882726813 300.0
6534 0 0.4020826573653473 0.5283967511163575 300.0
6534 0 0.7785326086956522 0.25668449197860965 300.0
6535 0 0.2998933749444996 0.7184988720904346 300.0
6535 0 0.4068727799788245 0.5283967511163575 300.0
6535 0 0.7839673913043478 0.2553475935828877 300.0
6536 0 0.30308679002015104 0.726354331634818 300.0
6536 0 0.40367936490317297 0.5315389349341109 300.0
6536 0 0.7853260869565217 0.2633689839572193 300.0
6537 0 0.30628020509580256 0.7310676073614479 300.0
6537 0 0.4180497327436048 0.5393943944784942 300.0
6537 0 0.7880434782608695 0.2633689839572193 300.0
6538 0 0.30628020509580256 0.7357808830880781 300.0
6538 0 0.4212431478192563 0.5441076702051242 300.0
6538 0 0.7894021739130435 0.27005347593582885 300.0
6539 0 0.42603327043273337 0.550392037840631 300.0
6539 0 0.7961956521739131 0.2687165775401069 300.0
6540 0 0.43401680812186216 0.5566764054761376 300.0
6540 0 0.7894021739130435 0.27406417112299464 300.0
6541 0 0.4404036382731651 0.5613896812027677 300.0
6541 0 0.7907608695652174 0.27807486631016043 300.0
6542 0 0.4435970533488167 0.5645318650205209 300.0
6542 0 0.7921195652173914 0.27807486631016043 300.0
6543 0 0.4483871759622939 0.5708162326560275 300.0
6543 0 0.7975543478260869 0.2767379679144385 300.0
6544 0 0.4563707136514226 0.573958416473781 300.0
6544 0 0.7975543478260869 0.2807486631016043 300.0
6545 0 0.4579674211892482 0.5786716922004109 300.0
6545 0 0.7907608695652174 0.2820855614973262 300.0
6546 0 0.4691443739540286 0.583384967927041 300.0
6546 0 0.7894021739130435 0.2834224598930481 300.0
6547 0 0.4771279116431573 0.5849560598359176 300.0
6547 0 0.7894021739130435 0.2834224598930481 300.0
6548 0 0.4803213267188088 0.5865271517447943 300.0
6548 0 0.7894021739130435 0.2834224598930481 300.0
6549 0 0.4883048644079375 0.592811519380301 300.0
6549 0 0.7894021739130435 0.2834224598930481 300.0
6550 0 0.4883048644079375 0.5943826112891777 300.0
6550 0 0.7894021739130435 0.2834224598930481 300.0
6550 0 0.7894021739130435 0.2834224598930481 300.0
6551 0 0.5026752322483692 0.597524795106931 300.0
6551 0 0.7894021739130435 0.2834224598930481 300.0
6552 0 0.4994818171727177 0.5990958870158076 300.0
6552 0 0.7894021739130435 0.2834224598930481 300.0
6553 0 0.5186423076266267 0.6038091627424377 300.0
6553 0 0.7894021739130435 0.2834224598930481 300.0
6554 0 0.5202390151644524 0.5990958870158076 300.0
6554 0 0.6815064764848529 0.7687738131744881 300.0
6554 0 0.7907608695652174 0.2967914438502673 300.0
6555 0 0.5282225528535811 0.6006669789246843 300.0
6555 0 0.7907608695652174 0.2967914438502673 300.0
