image_index class x y image_size
1 0 0.17664688535776965 0.5899145104433949 300.0
1 0 0.2440966806395009 0.4195109229994489 300.0
1 0 0.3917570432832912 0.4392418647034847 300.0
1 0 0.4901972850458181 0.6186140620129017 300.0
1 0 0.6834318336907781 0.4571790844344262 300.0
2 0 0.1875846899980504 0.5630086808469825 300.0
2 0 0.2440966806395009 0.4195109229994489 300.0
2 0 0.3972259456034316 0.44282930864967307 300.0
2 0 0.4865513501657244 0.6150266180667134 300.0
2 0 0.6907237034509651 0.4607665283806147 300.0
3 0 0.17482391791772275 0.5845333445241125 300.0
3 0 0.2404507457594073 0.4230983669456372 300.0
3 0 0.4045178153636185 0.4338606987842022 300.0
3 0 0.4792594804055373 0.6150266180667134 300.0
3 0 0.6961926057711054 0.4607665283806147 300.0
4 0 0.18576172255800355 0.5612149588738883 300.0
4 0 0.2459196480795478 0.4141297570801663 300.0
4 0 0.4045178153636185 0.4302732548380138 300.0
4 0 0.4792594804055373 0.6096454521474308 300.0
4 0 0.6961926057711054 0.4643539723268031 300.0
5 0 0.1839387551179568 0.548658905062229 300.0
5 0 0.2477426155195945 0.4051611472146953 300.0
5 0 0.4099867176837591 0.4266858108918256 300.0
5 0 0.4756135455254437 0.6132328960936192 300.0
5 0 0.6998385406511992 0.4679414162729914 300.0
6 0 0.18940765743809715 0.5343091292774758 300.0
6 0 0.2422737131994542 0.4033674252416014 300.0
6 0 0.4172785874439463 0.4230983669456372 300.0
6 0 0.4683216757652565 0.6096454521474308 300.0
6 0 0.7053074429713395 0.4715288602191798 300.0
7 0 0.17846985279781635 0.5414840171698524 300.0
7 0 0.2422737131994542 0.4051611472146953 300.0
7 0 0.4136326525638527 0.4195109229994489 300.0
7 0 0.4719676106453501 0.6096454521474308 300.0
7 0 0.7071304104113864 0.4769100261384622 300.0
8 0 0.17300095047767602 0.5450714611160408 300.0
8 0 0.2459196480795478 0.3943988153761304 300.0
8 0 0.4282163920842271 0.4195109229994489 300.0
8 0 0.4646757408851629 0.6042642862281483 300.0
8 0 0.708953377851433 0.4804974700846507 300.0
9 0 0.17846985279781635 0.5504526270353232 300.0
9 0 0.2459196480795478 0.3961925373492247 300.0
9 0 0.4391541967245077 0.4195109229994489 300.0
9 0 0.4646757408851629 0.6006768422819599 300.0
9 0 0.7107763452914798 0.4822911920577447 300.0
10 0 0.16753204815753572 0.6060580082012426 300.0
10 0 0.2440966806395009 0.3943988153761304 300.0
10 0 0.4446230990446482 0.4177172010263545 300.0
10 0 0.4664987083252096 0.6024705642550543 300.0
10 0 0.7162452476116201 0.4858786360039331 300.0
11 0 0.2440966806395009 0.3764615956451887 300.0
11 0 0.4519149688048354 0.6024705642550543 300.0
11 0 0.7198911824917139 0.4876723579770274 300.0
12 0 0.2422737131994542 0.3818427615644712 300.0
12 0 0.4519149688048354 0.6042642862281483 300.0
12 0 0.7198911824917139 0.4912598019232156 300.0
13 0 0.2404507457594073 0.3746678736720945 300.0
13 0 0.44826903392474177 0.5988831203088658 300.0
13 0 0.7235371173718074 0.4930535238963098 300.0
14 0 0.2422737131994542 0.36928670775281197 300.0
14 0 0.4446230990446482 0.5988831203088658 300.0
14 0 0.7235371173718074 0.4912598019232156 300.0
15 0 0.2440966806395009 0.3710804297259063 300.0
15 0 0.43368529440436737 0.5970893983357717 300.0
15 0 0.4847283827256776 0.4266858108918256 300.0
16 0 0.2404507457594073 0.36928670775281197 300.0
16 0 0.4391541967245077 0.5970893983357717 300.0
16 0 0.4974891548060051 0.4302732548380138 300.0
17 0 0.2440966806395009 0.3639055418335294 300.0
17 0 0.43368529440436737 0.5970893983357717 300.0
17 0 0.49931212224605204 0.4320669768111081 300.0
18 0 0.2422737131994542 0.3603180978873412 300.0
18 0 0.4282163920842271 0.5917082324164892 300.0
18 0 0.5157188292064732 0.4410355866765789 300.0
19 0 0.2404507457594073 0.3531432099949645 300.0
19 0 0.4227474897640866 0.5899145104433949 300.0
19 0 0.5248336664067069 0.4446230306227671 300.0
20 0 0.2404507457594073 0.3549369319680588 300.0
20 0 0.4227474897640866 0.5881207884703008 300.0
20 0 0.5357714710469879 0.4482104745689556 300.0
21 0 0.2422737131994542 0.34596832210258777 300.0
21 0 0.419101554883993 0.5809459005779241 300.0
21 0 0.5357714710469879 0.4553853624613322 300.0
22 0 0.2386277783193606 0.34596832210258777 300.0
22 0 0.4154556200038994 0.5809459005779241 300.0
22 0 0.5467092756872686 0.462560250353709 300.0
23 0 0.2422737131994542 0.33879343421021113 300.0
